content,score,sentiment_rating,wordCount,review_with_stopwords,wordCount_after_stopwords,review_stemmed
yesdok sangat membantu untuk konsultasi ke dokter tampa ke sumah sakit..,5,Positive,12,yesdok membantu konsultasi dokter tampa sumah sakit ,7,yesdok membantu konsultasi dokter tampa sumah sakit
"aplikasinya bagus, bisa konsul sama dokter yang proffesional, biayanya juga ga teralu mahal. recommended pokoknya",5,Positive,18,aplikasinya bagus konsul dokter proffesional biayanya ga teralu mahal recommended pokoknya,11,aplikasinya bagu konsul dokter proffesion biayanya ga teralu mahal recommend pokoknya
sangat terbantu dengan aplikasi ini... terima kasih yesdok..,5,Positive,10,terbantu aplikasi  terima kasih yesdok ,5,terbantu aplikasi terima kasih yesdok
"aplikasi ini berguna sekali bagi orang orang yang membutuhkan akses kesehatan yang cepat tanpa terkendala waktu dan tempat. selain itu, bisa juga berkonsultasi mudah dengan dokter-dokter yang menyenangkan. download sekarang dan rasakan kemudahannya!",5,Positive,37,aplikasi berguna orang orang membutuhkan akses kesehatan cepat terkendala berkonsultasi mudah dokterdokter menyenangkan download rasakan kemudahannya ,16,aplikasi berguna orang orang membutuhkan aks kesehatan cepat terkendala berkonsultasi mudah dokterdokt menyenangkan download rasakan kemudahannya
"aplikasi yesdok sangat membantu, jadi tidak khawatir lg lah..",5,Positive,11,aplikasi yesdok membantu khawatir lg ,5,aplikasi yesdok membantu khawatir lg
bagus aplikasinya,5,Positive,2,bagus aplikasinya,2,bagu aplikasinya
sangat bermangfaat sekali,5,Positive,3,bermangfaat,1,bermangfaat
keren nih baru tau kalau ada aplikasi seperti ini..mantapp dah,5,Positive,12,keren tau aplikasi  mantapp dah,5,keren tau aplikasi mantapp dah
walaupun tengah malam tetap online dokter nya...kerenn nih aplikasi jika ada keluarga yang ada keluhan disaat genting,5,Positive,19,malam online dokter nya  kerenn aplikasi keluarga keluhan disaat genting,10,malam onlin dokter nya kerenn aplikasi keluarga keluhan disaat gent
"aplikasi yang sangat membantu pokonya nyesel kalo sampe ga download ini aplikasi ,aplikasi nya kere banget aku suka ",5,Positive,19,aplikasi membantu pokonya nyesel kalo sampe ga download aplikasi aplikasi nya kere suka,13,aplikasi membantu pokonya nyesel kalo samp ga download aplikasi aplikasi nya kere suka
majukan pssi,5,Positive,2,majukan pssi,2,majukan pssi
"waw,,keren bgt ini aplikasi lansung bisa konsultasi sm dokternya tanpa harus ngantri n harganyapun sangat terjangkau..",5,Positive,19,waw keren aplikasi lansung konsultasi sm dokternya ngantri n harganyapun terjangkau ,11,waw keren aplikasi lansung konsultasi sm dokternya ngantri n harganyapun terjangkau
"waw.. aplikasi bagus, bisa konsultasi langsung dengan dokternya lagi.. bermanfaat untuk yg punya sedikit waktu luang",5,Positive,19,waw  aplikasi bagus konsultasi langsung dokternya  bermanfaat luang,8,waw aplikasi bagu konsultasi langsung dokternya bermanfaat luang
mau nyoba ini kaya'nya oke juga ,5,Positive,6,nyoba kayanya oke,3,nyoba kayanya oke
oke juga nih bisa konsultasi ,5,Positive,5,oke konsultasi,2,oke konsultasi
bagus aku pengen sehat jadi saya mendownload,5,Positive,7,bagus pengen sehat mendownload,4,bagu pengen sehat mendownload
sangat keren aplikasi ini,5,Positive,4,keren aplikasi,2,keren aplikasi
aplikasinya keren. nyesel ngga nyoba,5,Positive,6,aplikasinya keren nyesel ngga nyoba,5,aplikasinya keren nyesel ngga nyoba
membantu banget aplikasinya. i like it,5,Positive,7,membantu aplikasinya i like it,5,membantu aplikasinya i like it
aplikasi nya memuaskan,5,Positive,3,aplikasi nya memuaskan,3,aplikasi nya memuaskan
hai dokter cantiks ,5,Positive,3,hai dokter cantiks,3,hai dokter cantik
bintang 5 pokoknya ,5,Positive,3,bintang  pokoknya,2,bintang pokoknya
semiga dapat membantu,5,Positive,3,semiga membantu,2,semiga membantu
tingkatkan pelayanan dok ,5,Positive,3,tingkatkan pelayanan dok,3,tingkatkan pelayanan dok
membantu dijogja pedalaman,5,Positive,3,membantu dijogja pedalaman,3,membantu dijogja pedalaman
topcer pakdheee,5,Positive,2,topcer pakdheee,2,topcer pakdhee
yd mantaap,5,Positive,2,yd mantaap,2,yd mantaap
aplikasi ini sangat bagus,5,Positive,4,aplikasi bagus,2,aplikasi bagu
"saya sangat suka aplikasi ini, praktis dan sangat mudah di gunakan serta sangat membantu saya tentang kesehatan. respon cepat dan pelayanan nya terbaik.",5,Positive,26,suka aplikasi praktis mudah membantu kesehatan respon cepat pelayanan nya terbaik,11,suka aplikasi prakti mudah membantu kesehatan respon cepat pelayanan nya terbaik
bagus terbagus :)),5,Positive,5,bagus terbagus   ,2,bagu terbagu
aplikasi mantap rugi ga download,5,Positive,5,aplikasi mantap rugi ga download,5,aplikasi mantap rugi ga download
aplikasi mantap rugi ga donload,5,Positive,5,aplikasi mantap rugi ga donload,5,aplikasi mantap rugi ga donload
bagus sangat berguna bagi masyarakat dan warga sekitar,5,Positive,8,bagus berguna masyarakat warga,4,bagu berguna masyarakat warga
aplikasi nya sangat bagus,5,Positive,4,aplikasi nya bagus,3,aplikasi nya bagu
"sangat membantu, terimakasih banyak",5,Positive,5,membantu terimakasih,2,membantu terimakasih
sangat membantu dan mudah digunakan,5,Positive,5,membantu mudah,2,membantu mudah
aplikasi nya mudah dan gampang digunakan,5,Positive,6,aplikasi nya mudah gampang,4,aplikasi nya mudah gampang
bagus sekali sangat membantu,5,Positive,4,bagus membantu,2,bagu membantu
aplikasi ini mempermudah kita untuk konsul tanpa harus kedokter,5,Positive,9,aplikasi mempermudah konsul kedokter,4,aplikasi mempermudah konsul kedokt
"semenjak punya aplikasi ini aku berasa punya dokter pribadi. sering kali aku mendapatkan masalah kesehatan yang membuat aku ingin konsultasi tapi sebagai mahasiswa kadang gaada waktu buat ke rumah sakit ditambah jarak yg lumayan jauh,makin mager deh, jadiii aplikasi ini betul betul solusi!! terimakasih banyak",5,Positive,51,semenjak aplikasi berasa dokter pribadi kali kesehatan konsultasi mahasiswa kadang gaada rumah sakit ditambah jarak lumayan mager jadiii aplikasi solusi   terimakasih,21,semenjak aplikasi berasa dokter pribadi kali kesehatan konsultasi mahasiswa kadang gaada rumah sakit ditambah jarak lumayan mager jadiii aplikasi solusi terimakasih
aplikasi yg sangat membantu ini,5,Positive,5,aplikasi membantu,2,aplikasi membantu
aplikasi nya bagus dan sangat membantu,5,Positive,6,aplikasi nya bagus membantu,4,aplikasi nya bagu membantu
aplikasi nya sangat membantu dalam bidang kesehatan,5,Positive,7,aplikasi nya membantu bidang kesehatan,5,aplikasi nya membantu bidang kesehatan
aplikasi ini keren dan sangat memudahkan dalam proses konsultasi,5,Positive,9,aplikasi keren memudahkan proses konsultasi,5,aplikasi keren memudahkan prose konsultasi
"terimakasih, sangat membantu",5,Positive,4,terimakasih membantu,2,terimakasih membantu
sangat bermanfaat sekali,5,Positive,3,bermanfaat,1,bermanfaat
"cukup bagus dengan banyak bahasa, artikelnya juga cukup banyak membantu untuk masalah kesehatan.",5,Positive,15,bagus bahasa artikelnya membantu kesehatan,5,bagu bahasa artikelnya membantu kesehatan
suka... aplikasi efisien yang memudahkan konsultasi dengan dokter online terpercaya selama 24 jam. dapatkan saran medis yg cepat dan akurat dimanapun dan kapanpun.. recomended,5,Positive,27,suka  aplikasi efisien memudahkan konsultasi dokter online terpercaya  jam dapatkan saran medis cepat akurat dimanapun  recomended,16,suka aplikasi efisien memudahkan konsultasi dokter onlin terpercaya jam dapatkan saran medi cepat akurat dimanapun recomend
"aplikasi bermanfaat, sangat recommended",5,Positive,5,aplikasi bermanfaat recommended,3,aplikasi bermanfaat recommend
"aplikasi yg bagus untuk menjawab pertanyaan kita ttg tubuh kita, kandungan dan kesehatan kita, sangat bermanfaat, ",5,Positive,19,aplikasi bagus ttg tubuh kandungan kesehatan bermanfaat,7,aplikasi bagu ttg tubuh kandungan kesehatan bermanfaat
"memudahkan kita untuk konsultasi mengenai kesehatan, suksek terus yesdok",5,Positive,10,memudahkan konsultasi kesehatan suksek yesdok,5,memudahkan konsultasi kesehatan suksek yesdok
"tidak ada kata yg bisa saya sampaikan untuk rasa syukur saya, kecuali alhamdulillah, terimakasih bantuannya yesdok, semua fitur yg di berikan oleh aplikasi yesdok sangat bermanfaat sekali buat kami sekeluarga..",5,Positive,34,syukur kecuali alhamdulillah terimakasih bantuannya yesdok fitur aplikasi yesdok bermanfaat sekeluarga ,11,syukur kecuali alhamdulillah terimakasih bantuannya yesdok fitur aplikasi yesdok bermanfaat sekeluarga
"berkat yesdok semuanya jadi terasa mudah, tidak ada lagi antrian, tidak ada lagi hambatan demi kesehatan, download aplikasi ny sekarang, terimakasih yesdok",5,Positive,26,berkat yesdok mudah antrian hambatan kesehatan download aplikasi ny terimakasih yesdok,11,berkat yesdok mudah antrian hambatan kesehatan download aplikasi ny terimakasih yesdok
"yesdok sangat membantu disaat kita butuhkan, download aplikasi nya sekarang, terimakasih yesdok",5,Positive,14,yesdok membantu disaat butuhkan download aplikasi nya terimakasih yesdok,9,yesdok membantu disaat butuhkan download aplikasi nya terimakasih yesdok
aplikasinya sangat membantu sekali,5,Positive,4,aplikasinya membantu,2,aplikasinya membantu
kereeeeennn banget,5,Positive,2,kereeeeennn,1,kereeeeennn
siip bermanfaat sekalee...,5,Positive,4,siip bermanfaat sekalee ,3,siip bermanfaat sekale
aplikasi lancar gak ada masalah. aplikasi ini sangat bermanfaat.,5,Positive,11,aplikasi lancar gak aplikasi bermanfaat,5,aplikasi lancar gak aplikasi bermanfaat
"wahwah mantap cuy bisa konsultasi online deh skarang , recommended ",5,Positive,10,wahwah mantap cuy konsultasi online skarang recommended,7,wahwah mantap cuy konsultasi onlin skarang recommend
aplikasi yang super super duper mantap sangat bermanfaat gak nyesel donwload nya. semoga kedepan nya aplikasi ini berkembang lgi,5,Positive,20,aplikasi super super duper mantap bermanfaat gak nyesel donwload nya semoga kedepan nya aplikasi berkembang lgi,16,aplikasi super super duper mantap bermanfaat gak nyesel donwload nya semoga kedepan nya aplikasi berkembang lgi
"aplikasi yang sangat cocok buat kalian yang sayang kesehatan, fiturnya lengkap sangat membantu",5,Positive,14,aplikasi cocok sayang kesehatan fiturnya lengkap membantu,7,aplikasi cocok sayang kesehatan fiturnya lengkap membantu
sangat bermanfaat,5,Positive,2,bermanfaat,1,bermanfaat
bagus mantap benar,5,Positive,3,bagus mantap,2,bagu mantap
bagus aplikasinya,5,Positive,2,bagus aplikasinya,2,bagu aplikasinya
mantap,5,Positive,1,mantap,1,mantap
yesdok menjadikan konsultasi dg dokter jadi semakin praktis dan mudah...,5,Positive,11,yesdok menjadikan konsultasi dg dokter praktis mudah ,7,yesdok menjadikan konsultasi dg dokter prakti mudah
yes dok sangat membantu dalam konsultasi dengan dokter pilihan yang tepat. sangat cepat memberi respon terhadap keluhan.,5,Positive,19,yes dok membantu konsultasi dokter pilihan cepat respon keluhan,9,ye dok membantu konsultasi dokter pilihan cepat respon keluhan
yuhu... mantap kali bisa konsultasi via vc ,5,Positive,8,yuhu  mantap kali konsultasi via vc,6,yuhu mantap kali konsultasi via vc
bagus,5,Positive,1,bagus,1,bagu
"aplikasi ini sangat bermanfaat dan sangat membantu. daripada nerka nerka apa yang kita alami atau sebatas mencari info di gugel, di aplikasi ini kita dapat berkomunikasi langsung dengan dokter yg lebih paham.",5,Positive,35,aplikasi bermanfaat membantu nerka nerka alami sebatas mencari info gugel aplikasi berkomunikasi langsung dokter paham,15,aplikasi bermanfaat membantu nerka nerka alami sebata mencari info gugel aplikasi berkomunikasi langsung dokter paham
aplikasi ini sangat membantu ,5,Positive,4,aplikasi membantu,2,aplikasi membantu
aplikasi yg bagus membuat hidup sehat,5,Positive,6,aplikasi bagus hidup sehat,4,aplikasi bagu hidup sehat
sangat baik,5,Positive,2,,0,
mantap pelayanannya memuaskan,5,Positive,3,mantap pelayanannya memuaskan,3,mantap pelayanannya memuaskan
sangat membantu memberikan pertolongan pertama,5,Positive,5,membantu pertolongan,2,membantu pertolongan
oke,5,Positive,1,oke,1,oke
"canggih sekali, tidak perlu pergi jauh2 kalau mau berobat. terimakasih buat yesdok",5,Positive,14,canggih pergi jauh berobat terimakasih yesdok,6,canggih pergi jauh berobat terimakasih yesdok
sangat baik dan sangat membantu sekali,5,Positive,6,membantu,1,membantu
"cukup bagus dengan banyak bahasa, artikelnya juga cukup banyak membantu untuk masalah kesehatan.",5,Positive,15,bagus bahasa artikelnya membantu kesehatan,5,bagu bahasa artikelnya membantu kesehatan
sangat bagus,5,Positive,2,bagus,1,bagu
"aplikasi yang sangat bermanfaat, dimana saja dan kapan saja bila butuh konsultasi dengan dokter, gk perlu antri lama dan biaya mahal. tinggal klik yesdok sudah bisa tau penyakit yg kita derita saat itu juga. terimakasih yesdok",5,Positive,40,aplikasi bermanfaat dimana butuh konsultasi dokter gk antri biaya mahal tinggal klik yesdok tau penyakit derita terimakasih yesdok,18,aplikasi bermanfaat dimana butuh konsultasi dokter gk antri biaya mahal tinggal klik yesdok tau penyakit derita terimakasih yesdok
"aplikasi ini sangat bagus dan bermanfaat bagi masyarakat luas, aplikasi yang bagus, sukses terus yesdok",5,Positive,17,aplikasi bagus bermanfaat masyarakat luas aplikasi bagus sukses yesdok,9,aplikasi bagu bermanfaat masyarakat lua aplikasi bagu suks yesdok
"aplikasinya keren, memudahkan konsultasi melalui aplikasi. dokternya juga berpengalaman",5,Positive,11,aplikasinya keren memudahkan konsultasi aplikasi dokternya berpengalaman,7,aplikasinya keren memudahkan konsultasi aplikasi dokternya berpengalaman
mantul manyap betulll....,5,Positive,4,mantul manyap betulll ,3,mantul manyap betull
"aplikasi yang sangat bermanfaat, apalagi untuk orang yang panikan. bisa konsultasi langsung secara online dengan dokternya, pelayanan 24 jam, diberikan rekomendasi obat juga untuk pertolongan pertama. ada banyak artikel tentang kesehatan juga.",5,Positive,38,aplikasi bermanfaat orang panikan konsultasi langsung online dokternya pelayanan  jam rekomendasi obat pertolongan artikel kesehatan,15,aplikasi bermanfaat orang panikan konsultasi langsung onlin dokternya pelayanan jam rekomendasi obat pertolongan artikel kesehatan
jos banget,5,Positive,2,jos,1,jo
menarik bisa konsultasi secara online ,5,Positive,5,menarik konsultasi online,3,menarik konsultasi onlin
"aplikasi sangat membantu untuk konsultasi kesehatan, sangat instan.",5,Positive,10,aplikasi membantu konsultasi kesehatan instan,5,aplikasi membantu konsultasi kesehatan instan
ngebantu banget.. bisa video call langsung sama dokter.. nama nya klo sakit kan kita males keluar..,5,Positive,19,ngebantu  video call langsung dokter  nama nya klo sakit males ,10,ngebantu video call langsung dokter nama nya klo sakit male
aplikasinya sangat bermanfaat banget&bagus sekali,5,Positive,7,aplikasinya bermanfaat  bagus,3,aplikasinya bermanfaat bagu
mantul....,5,Positive,2,mantul ,1,mantul
"pelayanan 24 jam, ternyata gak cuma chat, bisa video call juga.",5,Positive,14,pelayanan  jam gak chat video call,6,pelayanan jam gak chat video call
aplikasi yg dapat membantu pasien pasien yg kesulitan dalam mengakses fasilitas kesehatan secara langsung,5,Positive,14,aplikasi membantu pasien pasien kesulitan mengakses fasilitas kesehatan langsung,9,aplikasi membantu pasien pasien kesulitan mengaks fasilita kesehatan langsung
"wah keren.. bisa langsung nanya gitu sama dokternya..tanpa harus repot2 keluar, ya ampuuun tambah canggih aja jaman now. keren dah aplikasinya",5,Positive,26,keren  langsung nanya gitu dokternya  repot ya ampuuun canggih aja jaman now keren dah aplikasinya,15,keren langsung nanya gitu dokternya repot ya ampuuun canggih aja jaman now keren dah aplikasinya
aplikasi yesdok sangat direkomendasikan banget. konsultasi kesehatannya seperti memiliki dokter pribadi.,5,Positive,13,aplikasi yesdok direkomendasikan konsultasi kesehatannya memiliki dokter pribadi,8,aplikasi yesdok direkomendasikan konsultasi kesehatannya memiliki dokter pribadi
untunglah ada aplikasi yesdok ini. sangat mudah berkonsultasi ke dokter tanpa harus datang ke yankes. sangat membantu mengontrol kesehatan kita sehari hari. aplikasi seperti ini harus selalu di kembangkan agar bermanfaat meningkatkan kesejahteraan kesehatan negara. sukses terus yesdok!,5,Positive,43,untunglah aplikasi yesdok mudah berkonsultasi dokter yankes membantu mengontrol kesehatan sehari aplikasi kembangkan bermanfaat meningkatkan kesejahteraan kesehatan negara sukses yesdok ,20,untunglah aplikasi yesdok mudah berkonsultasi dokter yank membantu mengontrol kesehatan sehari aplikasi kembangkan bermanfaat meningkatkan kesejahteraan kesehatan negara suks yesdok
bisa konsul kapan dan dimana saja dgn biaya yg terjangkau,5,Positive,10,konsul dimana dgn biaya terjangkau,5,konsul dimana dgn biaya terjangkau
aplikasi ini sangat bagus dan direkomendasikan bagi yg butuh informasi ttg kesehatan.,5,Positive,13,aplikasi bagus direkomendasikan butuh informasi ttg kesehatan,7,aplikasi bagu direkomendasikan butuh informasi ttg kesehatan
wow luar biasa.. bisa langsung konsultasi dengan cepat.. !!,5,Positive,12,wow  langsung konsultasi cepat   ,4,wow langsung konsultasi cepat
aplikasi nya bagus,5,Positive,3,aplikasi nya bagus,3,aplikasi nya bagu
yess bagus banget aplikasi ini..sangat direkomendasikan untuk seluruh masyarakat guna kepentingan kesehatan!! kita bisa video call langsung dengan dokter dan ceritakan apa masalahmu dan sii dokter akan menjawab apa yang kamu alami dalam kendala kesehatan,5,Positive,39,yess bagus aplikasi  direkomendasikan masyarakat kepentingan kesehatan   video call langsung dokter ceritakan masalahmu sii dokter alami kendala kesehatan,18,yess bagu aplikasi direkomendasikan masyarakat kepentingan kesehatan video call langsung dokter ceritakan masalahmu sii dokter alami kendala kesehatan
aplikasi yang sangat bermanfaat,5,Positive,4,aplikasi bermanfaat,2,aplikasi bermanfaat
aplikasi ini sangat bermanfaat. memudahkan dalam berkonsultasi dengan dokter tanpa harus antri meskipun tidak datang ke pelayanan kesehatan. dokternya juga ramah dan memberikan penjelasan yang mudah dimengerti. terima kasih yesdok :),5,Positive,35,aplikasi bermanfaat memudahkan berkonsultasi dokter antri pelayanan kesehatan dokternya ramah penjelasan mudah dimengerti terima kasih yesdok  ,16,aplikasi bermanfaat memudahkan berkonsultasi dokter antri pelayanan kesehatan dokternya ramah penjelasan mudah dimengerti terima kasih yesdok
"yesdok sangat memudahkan kita untuk dapat berkonsultasi dengan dokter kapanpun dan dimanapun,buat yang pengen sehat terus harus banget install aplikasi ini. dokter nya sudah dijamin punya izin praktek,manteb dah",5,Positive,34,yesdok memudahkan berkonsultasi dokter dimanapun pengen sehat install aplikasi dokter nya dijamin izin praktek manteb dah,16,yesdok memudahkan berkonsultasi dokter dimanapun pengen sehat instal aplikasi dokter nya dijamin izin praktek manteb dah
bagus baget,5,Positive,2,bagus baget,2,bagu baget
"aplikasi ini sangatlah bermanfaat bagi orang orang yg membutuhkan konsultasi yg praktis dan cepat, mudah. semoga aplikasinya semakin berkembang dan lebih lagi dan lagi",5,Positive,26,aplikasi bermanfaat orang orang membutuhkan konsultasi praktis cepat mudah semoga aplikasinya berkembang,12,aplikasi bermanfaat orang orang membutuhkan konsultasi prakti cepat mudah semoga aplikasinya berkembang
"aplikasi yang sangat bermanfaat buat kita semua , ayo buruan download..",5,Positive,12,aplikasi bermanfaat ayo buruan download ,5,aplikasi bermanfaat ayo buruan download
aplikasi sangat berguna ketika bingung mencari pertolongan,5,Positive,7,aplikasi berguna bingung mencari pertolongan,5,aplikasi berguna bingung mencari pertolongan
mantap aplikasinya,5,Positive,2,mantap aplikasinya,2,mantap aplikasinya
"aplikasi yang wajib didownload untuk membantu masalah kesahatan anda, rekomended pokonya",5,Positive,12,aplikasi wajib didownload membantu kesahatan rekomended pokonya,7,aplikasi wajib didownload membantu kesahatan rekomend pokonya
" aplikasi ini mantap sekali buat tetep stay anda save kesehatan kita, gaperlu nunggu lama dan ngantri buat konsultasi dokter. terimakasih yesdok",5,Positive,23,aplikasi mantap tetep stay save kesehatan gaperlu nunggu ngantri konsultasi dokter terimakasih yesdok,13,aplikasi mantap tetep stay save kesehatan gaperlu nunggu ngantri konsultasi dokter terimakasih yesdok
bagus banget bisa konsultasi langsung dengan dokter berpengalaman,5,Positive,8,bagus konsultasi langsung dokter berpengalaman,5,bagu konsultasi langsung dokter berpengalaman
aplikasi yang sangat membantu untuk senantiasa mendampingi kesehatan kita. mantap sekali yesdok,5,Positive,13,aplikasi membantu senantiasa mendampingi kesehatan mantap yesdok,7,aplikasi membantu senantiasa mendampingi kesehatan mantap yesdok
aplikasi ini sangat membantu untuk orang yang ingin berkonsultasi tentang kesehatan,5,Positive,11,aplikasi membantu orang berkonsultasi kesehatan,5,aplikasi membantu orang berkonsultasi kesehatan
aplikasi yg sangat cocok buat saya sebagai plajar yg lowbudget,5,Positive,10,aplikasi cocok plajar lowbudget,4,aplikasi cocok plajar lowbudget
mantap,5,Positive,1,mantap,1,mantap
"terimakasih yes dok, aplikasinya sangat membantu..",5,Positive,8,terimakasih yes dok aplikasinya membantu ,5,terimakasih ye dok aplikasinya membantu
"sangat bagus, memberikan informasi seputar kesehatan",5,Positive,7,bagus informasi seputar kesehatan,4,bagu informasi seputar kesehatan
aplikasi ygsangat berguna untuk kesehatan kita. yang membrikan informasi seputar kesehatan dengan waktu ygfleksibel.,5,Positive,16,aplikasi ygsangat berguna kesehatan membrikan informasi seputar kesehatan ygfleksibel,9,aplikasi ygsangat berguna kesehatan membrikan informasi seputar kesehatan ygfleksibel
wah bagus sekali aplikasi ini.... sangat bermanfat sekali bisa consultasi tentang kesehatan . beruntung sekali ada aplikasi ini .mantap saya senang saya gembira,5,Positive,24,bagus aplikasi  bermanfat consultasi kesehatan beruntung aplikasi mantap senang gembira,10,bagu aplikasi bermanfat consultasi kesehatan beruntung aplikasi mantap senang gembira
menurutku aplikasi ini sangat membantu di saat kepepet ,5,Positive,8,menurutku aplikasi membantu kepepet,4,menurutku aplikasi membantu kepepet
the best aplikasi nya. kita bisa konsultasi dengan dokter tanpa antri dan biaya murah,5,Positive,15,the best aplikasi nya konsultasi dokter antri biaya murah,9,the best aplikasi nya konsultasi dokter antri biaya murah
"aplikasi ini sangat bermanfaat dan sangat membantu. daripada nerka nerka apa yang kita alami atau sebatas mencari info di gugel, di aplikasi ini kita dapat berkomunikasi langsung dengan dokter yg lebih paham.",5,Positive,35,aplikasi bermanfaat membantu nerka nerka alami sebatas mencari info gugel aplikasi berkomunikasi langsung dokter paham,15,aplikasi bermanfaat membantu nerka nerka alami sebata mencari info gugel aplikasi berkomunikasi langsung dokter paham
boleh nih aplk,5,Positive,3,aplk,1,aplk
sangat menarik,5,Positive,2,menarik,1,menarik
mantappp,5,Positive,1,mantappp,1,mantappp
mantap,5,Positive,1,mantap,1,mantap
aplikasi yang sangat bermanfaat untuk konsultasi dengan dokter,5,Positive,8,aplikasi bermanfaat konsultasi dokter,4,aplikasi bermanfaat konsultasi dokter
aplikasi yg bermanfaat. artikel di dalam aplikasi menambah wawasan kita di bidang kesehatan.,5,Positive,15,aplikasi bermanfaat artikel aplikasi menambah wawasan bidang kesehatan,8,aplikasi bermanfaat artikel aplikasi menambah wawasan bidang kesehatan
mantap betul,5,Positive,2,mantap,1,mantap
aplikasinya mantap abis,5,Positive,3,aplikasinya mantap abis,3,aplikasinya mantap abi
aplikasi yang bagus untuk kesehatan,5,Positive,5,aplikasi bagus kesehatan,3,aplikasi bagu kesehatan
aplikasi emang asoy....ndak usah antri ke klinik..trimakash yes dok.jayalah slalu,5,Positive,14,aplikasi emang asoy  ndak antri klinik  trimakash yes dokjayalah slalu,10,aplikasi emang asoy ndak antri klinik trimakash ye dokjayalah slalu
"aplikasi keren, buat konsul dokter",5,Positive,6,aplikasi keren konsul dokter,4,aplikasi keren konsul dokter
"aplikasi yang sangat berguna, jika anda punya masalah seputar kesehatan. lebih baik anda download aplikasi ini, karena selain biaya murah. jawaban dokternya pun memuaskan.",5,Positive,29,aplikasi berguna seputar kesehatan download aplikasi biaya murah dokternya memuaskan,10,aplikasi berguna seputar kesehatan download aplikasi biaya murah dokternya memuaskan
jadi sehat,5,Positive,2,sehat,1,sehat
sangat membantu,5,Positive,2,membantu,1,membantu
keren aplikasinya,5,Positive,2,keren aplikasinya,2,keren aplikasinya
"sangat membantu saya, bisa berkonsultasi mengenai materi skripsi.",5,Positive,10,membantu berkonsultasi materi skripsi,4,membantu berkonsultasi materi skripsi
aplikasi ini sangat direkomendasikan sekali,5,Positive,5,aplikasi direkomendasikan,2,aplikasi direkomendasikan
apk yesdok mantap bisa konsultasi ke dokter secara online..,5,Positive,10,apk yesdok mantap konsultasi dokter online ,6,apk yesdok mantap konsultasi dokter onlin
"alhamdulillah, aplikasi bisa dengan mudah untuk berkonsultasi dan dapat tanggapan cepat",5,Positive,12,alhamdulillah aplikasi mudah berkonsultasi tanggapan cepat,6,alhamdulillah aplikasi mudah berkonsultasi tanggapan cepat
membantu sekali,5,Positive,2,membantu,1,membantu
aplikasi keren..,5,Positive,3,aplikasi keren ,2,aplikasi keren
"aplikasinya bagus, semoga bisa membantu konsultasi tentang kesehatan",5,Positive,9,aplikasinya bagus semoga membantu konsultasi kesehatan,6,aplikasinya bagu semoga membantu konsultasi kesehatan
mantul,5,Positive,1,mantul,1,mantul
keren abizzz,5,Positive,2,keren abizzz,2,keren abizzz
mantap,5,Positive,1,mantap,1,mantap
bagus,5,Positive,1,bagus,1,bagu
aplikasi yesdok ini sgt bagus & membantu bgt utk berkonsultasi tentang kesehatan.,5,Positive,13,aplikasi yesdok sgt bagus  membantu utk berkonsultasi kesehatan,8,aplikasi yesdok sgt bagu membantu utk berkonsultasi kesehatan
sip bange,5,Positive,2,sip bange,2,sip bang
"aplikasinya sangat membantu dan rekomendasi, karna kita tidak tau kapan kita sakit dan memerlukan dokter untuk kesehatan kita",5,Positive,19,aplikasinya membantu rekomendasi karna tau sakit dokter kesehatan,8,aplikasinya membantu rekomendasi karna tau sakit dokter kesehatan
waw banget,5,Positive,2,waw,1,waw
"aplikasi ini sangat bermanfaat, aplagi tentang kesehatan",5,Positive,8,aplikasi bermanfaat aplagi kesehatan,4,aplikasi bermanfaat aplagi kesehatan
anjay kereeeeennn bngetttt,5,Positive,3,anjay kereeeeennn bngetttt,3,anjay kereeeeennn bngetttt
bagus,5,Positive,1,bagus,1,bagu
kerenn !!,5,Positive,3,kerenn  ,1,kerenn
"suka sama aplikasi yesdok ini, membantu saya yg tidak begitu paham dengan masalah kesehatan dan obat-obatan.",5,Positive,18,suka aplikasi yesdok membantu paham kesehatan obatobatan,7,suka aplikasi yesdok membantu paham kesehatan obatobatan
bagus banget,5,Positive,2,bagus,1,bagu
"yes dok adalah aplikasi yang sangat membantu bagi masyarakat. tak perlu lagi jauh jauh untuk tanya tentang kesehatan, sekarang dirumah pun kami bisa berkonsultasi dengan yes dok. pelayananannya sangat ramah, terimakasih yes dok :)",5,Positive,39,yes dok aplikasi membantu masyarakat kesehatan dirumah berkonsultasi yes dok pelayananannya ramah terimakasih yes dok  ,15,ye dok aplikasi membantu masyarakat kesehatan dirumah berkonsultasi ye dok pelayananannya ramah terimakasih ye dok
aplikasi yang bermanfaat,5,Positive,3,aplikasi bermanfaat,2,aplikasi bermanfaat
aplikasi yg bsa konsul dengan dokter yg recommended dan bisa menanyakan seputar kesehatan kepada dokter tsb. sangat membantu sekali,5,Positive,20,aplikasi bsa konsul dokter recommended seputar kesehatan dokter tsb membantu,10,aplikasi bsa konsul dokter recommend seputar kesehatan dokter tsb membantu
"wah bagus sekali aplikasi ini, kita dapet nanya sama dokter tanpa harus kita ke rumah sakit dan berlama lama antri",5,Positive,21,bagus aplikasi dapet nanya dokter rumah sakit berlama antri,9,bagu aplikasi dapet nanya dokter rumah sakit berlama antri
aplikasi yang sangat membantu,5,Positive,4,aplikasi membantu,2,aplikasi membantu
